epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,582.901,0.18914,1.7116,1.14258,0.50573,0.43282,0.38667,0.1608,0.21788,1.63048,1.21804,0.000459174,0.000459174,0.000459174
43,596.523,0.18532,1.63376,1.12951,0.61831,0.37397,0.3918,0.16409,0.21679,1.6104,1.23201,0.000448464,0.000448464,0.000448464
44,610.243,0.1858,1.66285,1.1447,0.44003,0.40445,0.41945,0.19189,0.21005,1.59136,1.21532,0.000437668,0.000437668,0.000437668
45,623.968,0.1846,1.59425,1.12919,0.56685,0.39161,0.42481,0.18543,0.22044,1.58088,1.24731,0.000426796,0.000426796,0.000426796
46,637.522,0.19077,1.66386,1.15874,0.52277,0.44487,0.42808,0.19351,0.20239,1.49736,1.18417,0.000415859,0.000415859,0.000415859
47,651.321,0.18821,1.67212,1.15219,0.52805,0.41986,0.4195,0.18409,0.21626,1.55047,1.21518,0.000404867,0.000404867,0.000404867
48,665.124,0.18846,1.61526,1.14706,0.50631,0.40655,0.41347,0.18974,0.20805,1.46933,1.20229,0.000393831,0.000393831,0.000393831
49,678.706,0.18375,1.57208,1.13257,0.46897,0.43255,0.4043,0.17299,0.21656,1.5565,1.2438,0.000382762,0.000382762,0.000382762
50,692.213,0.18267,1.55198,1.12273,0.52463,0.41026,0.40813,0.17829,0.21323,1.51934,1.22191,0.000371672,0.000371672,0.000371672
51,705.664,0.18074,1.51944,1.11507,0.52951,0.37721,0.41965,0.19107,0.205,1.48596,1.19162,0.00036057,0.00036057,0.00036057
52,719.633,0.18762,1.55547,1.1326,0.50633,0.45231,0.42129,0.18572,0.21429,1.50495,1.22571,0.000349468,0.000349468,0.000349468
53,733.226,0.18162,1.50307,1.1036,0.52313,0.38224,0.41809,0.1838,0.21102,1.51502,1.20936,0.000338378,0.000338378,0.000338378
54,746.868,0.18565,1.47981,1.11329,0.49712,0.38681,0.42335,0.18884,0.20798,1.48705,1.19691,0.000327309,0.000327309,0.000327309
55,760.555,0.17991,1.48805,1.12456,0.49016,0.40578,0.41215,0.19708,0.20771,1.46346,1.19786,0.000316273,0.000316273,0.000316273
56,774.179,0.17834,1.47284,1.10115,0.50802,0.43761,0.43877,0.19934,0.20058,1.4979,1.17233,0.000305281,0.000305281,0.000305281
57,787.948,0.17842,1.46443,1.09934,0.56195,0.41229,0.44144,0.19084,0.20809,1.4937,1.20264,0.000294344,0.000294344,0.000294344
58,801.489,0.18092,1.45026,1.09822,0.5565,0.43842,0.45042,0.19786,0.20644,1.47069,1.21423,0.000283472,0.000283472,0.000283472
59,815.073,0.17445,1.42307,1.08182,0.47231,0.40308,0.42192,0.18783,0.21314,1.52819,1.22699,0.000272676,0.000272676,0.000272676
60,828.755,0.1801,1.48983,1.10339,0.38834,0.43969,0.4225,0.18149,0.20904,1.49048,1.20872,0.000261966,0.000261966,0.000261966
61,842.424,0.17905,1.47975,1.09892,0.50555,0.42201,0.41137,0.18188,0.21072,1.46955,1.21897,0.000251354,0.000251354,0.000251354
62,856.184,0.17772,1.48331,1.08956,0.50188,0.46182,0.42954,0.18434,0.20622,1.45967,1.19865,0.00024085,0.00024085,0.00024085
63,869.834,0.17542,1.45379,1.10004,0.42829,0.4181,0.41592,0.18818,0.19682,1.42179,1.16691,0.000230464,0.000230464,0.000230464
64,883.591,0.17896,1.4275,1.09719,0.42483,0.39349,0.41088,0.19065,0.21124,1.46723,1.21307,0.000220206,0.000220206,0.000220206
65,897.29,0.17531,1.43296,1.07453,0.41628,0.43558,0.43068,0.1987,0.20547,1.47222,1.18687,0.000210087,0.000210087,0.000210087
66,910.861,0.17812,1.44732,1.10861,0.40512,0.42232,0.43225,0.19906,0.20302,1.45223,1.18245,0.000200116,0.000200116,0.000200116
67,924.522,0.1767,1.43169,1.09531,0.55952,0.42179,0.43547,0.19239,0.21116,1.44845,1.21351,0.000190304,0.000190304,0.000190304
68,938.147,0.17432,1.40057,1.09906,0.4325,0.43578,0.44847,0.19778,0.20353,1.42422,1.19337,0.000180659,0.000180659,0.000180659
69,951.869,0.17664,1.3912,1.08028,0.42802,0.43495,0.44404,0.20012,0.20553,1.44587,1.1986,0.000171193,0.000171193,0.000171193
70,965.453,0.16883,1.27905,1.05487,0.4244,0.41624,0.41926,0.19777,0.20336,1.44833,1.18822,0.000161913,0.000161913,0.000161913
71,978.968,0.1703,1.31641,1.0562,0.40781,0.41583,0.41653,0.19445,0.19896,1.42578,1.17602,0.000152829,0.000152829,0.000152829
72,992.727,0.17486,1.36348,1.0644,0.3991,0.41876,0.41767,0.19657,0.19788,1.43847,1.17587,0.00014395,0.00014395,0.00014395
73,1006.4,0.175,1.36628,1.07481,0.39973,0.40995,0.42779,0.19689,0.20244,1.41678,1.18948,0.000135285,0.000135285,0.000135285
74,1020.08,0.17198,1.32692,1.08005,0.42214,0.42965,0.44896,0.20925,0.19875,1.40744,1.17583,0.000126843,0.000126843,0.000126843
75,1033.76,0.16876,1.31382,1.06174,0.46782,0.41902,0.44174,0.20026,0.20455,1.41074,1.19505,0.000118631,0.000118631,0.000118631
76,1047.5,0.17669,1.38028,1.07111,0.52196,0.40499,0.43825,0.20365,0.20634,1.40671,1.20468,0.000110657,0.000110657,0.000110657
77,1061.07,0.16756,1.29111,1.04798,0.48014,0.41512,0.45169,0.21152,0.20031,1.40897,1.18334,0.000102931,0.000102931,0.000102931
78,1074.78,0.17049,1.28853,1.06321,0.47459,0.43737,0.45191,0.21423,0.20089,1.38626,1.18276,9.54582e-05,9.54582e-05,9.54582e-05
79,1088.42,0.16872,1.29319,1.04988,0.45803,0.43684,0.44417,0.20215,0.20735,1.41381,1.20628,8.82475e-05,8.82475e-05,8.82475e-05
80,1102.01,0.17134,1.29822,1.04716,0.45315,0.43012,0.44954,0.2059,0.20169,1.40886,1.18222,8.13055e-05,8.13055e-05,8.13055e-05
81,1115.72,0.17394,1.31138,1.0589,0.45484,0.42337,0.45501,0.20637,0.19747,1.3902,1.16639,7.46391e-05,7.46391e-05,7.46391e-05
82,1130.03,0.1756,1.33918,1.07904,0.46469,0.45993,0.47072,0.21002,0.19844,1.38834,1.17146,6.82549e-05,6.82549e-05,6.82549e-05
83,1143.9,0.1666,1.24391,1.03286,0.46498,0.43053,0.45676,0.20037,0.20507,1.39967,1.19536,6.21592e-05,6.21592e-05,6.21592e-05
84,1157.46,0.16883,1.27187,1.04076,0.42841,0.45753,0.45552,0.1991,0.20764,1.41813,1.20722,5.63579e-05,5.63579e-05,5.63579e-05
85,1171.02,0.16777,1.24486,1.03777,0.44063,0.46333,0.45614,0.20166,0.20734,1.41189,1.20854,5.08569e-05,5.08569e-05,5.08569e-05
86,1183.66,0.15979,1.04257,1.00674,0.4478,0.44686,0.4568,0.20743,0.20304,1.41673,1.18555,4.56616e-05,4.56616e-05,4.56616e-05
87,1196.29,0.15755,1.03969,1.01082,0.4432,0.44475,0.45559,0.20397,0.20624,1.41181,1.1962,4.0777e-05,4.0777e-05,4.0777e-05
