epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,217.89,0.59757,0.3846,0.88717,0.65038,0.71316,0.71594,0.53728,0.71104,0.44895,0.94175,0.000655625,0.000655625,0.000655625
166,219.181,0.58236,0.3705,0.89291,0.6477,0.67323,0.7018,0.52174,0.7188,0.43902,0.94574,0.000650909,0.000650909,0.000650909
167,220.441,0.58463,0.37871,0.89099,0.63208,0.75957,0.7211,0.52346,0.7094,0.43417,0.94127,0.000646194,0.000646194,0.000646194
168,221.689,0.57594,0.37385,0.89067,0.76131,0.65383,0.72333,0.52265,0.70726,0.43873,0.94502,0.000641478,0.000641478,0.000641478
169,222.931,0.56859,0.37512,0.88693,0.75995,0.72011,0.73661,0.53397,0.73542,0.45386,0.95905,0.000636762,0.000636762,0.000636762
170,224.261,0.58915,0.38933,0.90166,0.77496,0.70932,0.75577,0.54411,0.71028,0.44586,0.94817,0.000632047,0.000632047,0.000632047
171,225.596,0.58263,0.38485,0.88767,0.82041,0.70153,0.75306,0.54396,0.7272,0.44528,0.95437,0.000627331,0.000627331,0.000627331
172,226.955,0.58705,0.38241,0.87843,0.73456,0.74013,0.75513,0.53065,0.73201,0.43837,0.95825,0.000622615,0.000622615,0.000622615
173,228.28,0.57012,0.36685,0.87735,0.75024,0.72212,0.7552,0.54207,0.71735,0.44057,0.9549,0.0006179,0.0006179,0.0006179
174,229.545,0.57158,0.38459,0.89169,0.90877,0.69121,0.79024,0.54412,0.72038,0.43673,0.95273,0.000613184,0.000613184,0.000613184
175,230.852,0.58922,0.37659,0.88706,0.8046,0.72328,0.77942,0.54892,0.71577,0.42851,0.95213,0.000608468,0.000608468,0.000608468
176,232.128,0.5871,0.37381,0.89767,0.76322,0.77113,0.78791,0.55633,0.73127,0.43335,0.95874,0.000603752,0.000603752,0.000603752
177,233.408,0.57287,0.37773,0.88753,0.75066,0.78867,0.78411,0.55842,0.70906,0.43423,0.95121,0.000599037,0.000599037,0.000599037
178,234.689,0.56628,0.36805,0.88276,0.76313,0.80263,0.77865,0.54208,0.69799,0.44339,0.94866,0.000594321,0.000594321,0.000594321
179,235.966,0.54788,0.36186,0.87969,0.85407,0.68952,0.78097,0.52659,0.68786,0.44307,0.94013,0.000589605,0.000589605,0.000589605
180,237.245,0.56675,0.37499,0.88363,0.8136,0.66945,0.73711,0.53082,0.68785,0.44571,0.93415,0.00058489,0.00058489,0.00058489
181,238.571,0.57256,0.379,0.88223,0.92955,0.62779,0.729,0.51855,0.70105,0.44962,0.93833,0.000580174,0.000580174,0.000580174
182,239.896,0.57496,0.37362,0.89067,0.80156,0.64486,0.71741,0.50647,0.6967,0.45499,0.94149,0.000575458,0.000575458,0.000575458
