epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,8023.16,0.12075,0.64071,0.79569,0.79517,0.83659,0.86074,0.58692,0.128,0.74346,0.818,6.33893e-05,6.33893e-05,6.33893e-05
89,8113.05,0.12198,0.64867,0.80262,0.78409,0.85371,0.85829,0.58409,0.12853,0.74583,0.82489,5.59508e-05,5.59508e-05,5.59508e-05
90,8202.48,0.12101,0.64835,0.80502,0.78482,0.84976,0.8607,0.58568,0.12884,0.74402,0.82741,4.908e-05,4.908e-05,4.908e-05
91,8288.75,0.12033,0.62088,0.81548,0.80257,0.82307,0.85745,0.58158,0.12857,0.75209,0.82927,4.27838e-05,4.27838e-05,4.27838e-05
92,8374.04,0.12075,0.62447,0.81264,0.80383,0.82696,0.85884,0.585,0.12765,0.75051,0.82522,3.70683e-05,3.70683e-05,3.70683e-05
93,8460.97,0.12036,0.61289,0.80622,0.79347,0.83829,0.85959,0.58535,0.12772,0.74566,0.82035,3.19392e-05,3.19392e-05,3.19392e-05
94,8547.21,0.11916,0.60549,0.80054,0.80309,0.82521,0.85979,0.58683,0.1274,0.75008,0.81635,2.74015e-05,2.74015e-05,2.74015e-05
95,8632.16,0.12001,0.61211,0.80985,0.78491,0.8461,0.85894,0.58292,0.12888,0.75055,0.82042,2.34598e-05,2.34598e-05,2.34598e-05
96,8716.83,0.11971,0.61089,0.80427,0.7894,0.84244,0.85853,0.58607,0.12723,0.75081,0.81629,2.01178e-05,2.01178e-05,2.01178e-05
97,8802.92,0.11968,0.613,0.80663,0.79162,0.83827,0.85974,0.58518,0.12796,0.75017,0.81957,1.7379e-05,1.7379e-05,1.7379e-05
98,8887.8,0.11948,0.60844,0.80818,0.79018,0.83721,0.86003,0.58461,0.12827,0.74944,0.82085,1.5246e-05,1.5246e-05,1.5246e-05
99,8973.18,0.11925,0.6062,0.80226,0.79776,0.83258,0.86058,0.5863,0.12766,0.74682,0.82018,1.3721e-05,1.3721e-05,1.3721e-05
100,9059.9,0.11893,0.60052,0.7992,0.7926,0.83861,0.85957,0.58576,0.12761,0.74919,0.82028,1.28053e-05,1.28053e-05,1.28053e-05
