模型,类型,Box_Precision,Box_Recall,Box_mAP50,Box_mAP50-95,Mask_Precision,Mask_Recall,Mask_mAP50,Mask_mAP50-95
extra_small,det,0.125,0.00539568345323741,0.004166666666666667,0.0008333333333333333,0,0,0,0
