epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,401.265,0.11519,0.59994,0.8456,0.65969,0.60447,0.64765,0.43763,0.10462,0.55817,0.85058,0.000361572,0.000361572,0.000361572
69,407.133,0.11633,0.59628,0.86064,0.55461,0.62201,0.64557,0.43237,0.10307,0.55819,0.84318,0.000342625,0.000342625,0.000342625
70,412.966,0.11652,0.59773,0.83097,0.55194,0.62201,0.6563,0.41569,0.11714,0.58146,0.89711,0.000324053,0.000324053,0.000324053
71,418.794,0.11789,0.62366,0.85248,0.53098,0.65231,0.66419,0.42153,0.11795,0.58574,0.90238,0.000305872,0.000305872,0.000305872
72,424.737,0.11478,0.68322,0.85055,0.51686,0.60605,0.61196,0.42251,0.10348,0.54889,0.84101,0.000288102,0.000288102,0.000288102
73,430.57,0.11219,0.58304,0.83684,0.56493,0.58572,0.60957,0.42368,0.10371,0.55415,0.84591,0.00027076,0.00027076,0.00027076
74,436.419,0.1124,0.58134,0.83656,0.5827,0.55358,0.61698,0.41085,0.11462,0.58548,0.89258,0.000253863,0.000253863,0.000253863
75,442.096,0.11229,0.57219,0.82956,0.6244,0.58514,0.62179,0.40862,0.11552,0.58035,0.89615,0.000237427,0.000237427,0.000237427
76,447.902,0.11575,0.59751,0.8552,0.89054,0.57935,0.64447,0.42349,0.1106,0.5651,0.87331,0.000221469,0.000221469,0.000221469
77,453.69,0.11064,0.55908,0.83868,0.89505,0.57954,0.63327,0.43185,0.10198,0.55253,0.83795,0.000206005,0.000206005,0.000206005
78,459.537,0.11193,0.57771,0.84174,0.88782,0.57705,0.63349,0.43059,0.10232,0.55565,0.83904,0.00019105,0.00019105,0.00019105
79,465.217,0.10737,0.54261,0.8135,0.76877,0.58692,0.63043,0.41955,0.10944,0.56184,0.86759,0.000176619,0.000176619,0.000176619
80,470.942,0.10785,0.55852,0.82218,0.56101,0.58692,0.64128,0.41868,0.11094,0.5695,0.8742,0.000162725,0.000162725,0.000162725
81,476.664,0.11017,0.56969,0.83242,0.5653,0.62247,0.62486,0.42545,0.10564,0.56163,0.85157,0.000149383,0.000149383,0.000149383
82,482.493,0.10879,0.57077,0.82449,0.54713,0.63477,0.6004,0.42703,0.10428,0.57581,0.84685,0.000136605,0.000136605,0.000136605
83,488.146,0.10938,0.53758,0.80343,0.74813,0.52762,0.61127,0.42622,0.10546,0.58727,0.85221,0.000124405,0.000124405,0.000124405
84,493.784,0.10431,0.53766,0.78536,0.77203,0.5286,0.61453,0.42149,0.11059,0.60024,0.8743,0.000112795,0.000112795,0.000112795
85,499.583,0.10851,0.56031,0.82507,0.80781,0.53046,0.61618,0.41564,0.11303,0.59747,0.88514,0.000101785,0.000101785,0.000101785
86,504.947,0.10477,0.54966,0.84571,0.77068,0.53318,0.61717,0.41615,0.1147,0.60546,0.89727,9.13871e-05,9.13871e-05,9.13871e-05
87,510.324,0.10229,0.50607,0.81065,0.7447,0.53501,0.62352,0.41574,0.11196,0.59094,0.88825,8.16111e-05,8.16111e-05,8.16111e-05
88,515.661,0.09948,0.49411,0.84759,0.58507,0.61603,0.63641,0.43845,0.10477,0.5619,0.85551,7.24667e-05,7.24667e-05,7.24667e-05
89,521.085,0.10119,0.50328,0.83977,0.58971,0.61603,0.6424,0.44361,0.10288,0.5479,0.84651,6.3963e-05,6.3963e-05,6.3963e-05
90,526.516,0.09612,0.48404,0.81501,0.60783,0.61108,0.64779,0.44413,0.10347,0.54987,0.84741,5.61083e-05,5.61083e-05,5.61083e-05
91,531.877,0.09674,0.47945,0.81061,0.60106,0.61562,0.65087,0.44281,0.10531,0.54929,0.8543,4.89104e-05,4.89104e-05,4.89104e-05
92,537.344,0.09908,0.49785,0.83051,0.55196,0.61603,0.65141,0.44293,0.10694,0.55433,0.86067,4.23765e-05,4.23765e-05,4.23765e-05
93,542.812,0.09735,0.47918,0.79199,0.58623,0.64525,0.65282,0.44062,0.10768,0.55795,0.86324,3.65129e-05,3.65129e-05,3.65129e-05
94,548.526,0.09695,0.4767,0.82982,0.61654,0.64513,0.65436,0.44026,0.10681,0.55863,0.8595,3.13254e-05,3.13254e-05,3.13254e-05
95,553.945,0.0957,0.47805,0.80328,0.60267,0.64513,0.64888,0.44161,0.10539,0.56614,0.85362,2.68192e-05,2.68192e-05,2.68192e-05
96,559.385,0.10085,1.15715,0.83837,0.60622,0.64548,0.64954,0.44128,0.10582,0.57075,0.85482,2.29987e-05,2.29987e-05,2.29987e-05
97,564.677,0.09486,0.45992,0.792,0.60111,0.61483,0.64509,0.44354,0.1054,0.56954,0.85372,1.98677e-05,1.98677e-05,1.98677e-05
98,569.989,0.09654,0.47421,0.80353,0.61993,0.61467,0.64751,0.44233,0.10575,0.57328,0.85481,1.74293e-05,1.74293e-05,1.74293e-05
99,575.319,0.09847,0.47861,0.81461,0.54954,0.64633,0.64426,0.43992,0.10612,0.57345,0.85586,1.56858e-05,1.56858e-05,1.56858e-05
100,580.732,0.09307,0.45577,0.77101,0.77432,0.52373,0.64338,0.43725,0.1068,0.57647,0.8582,1.4639e-05,1.4639e-05,1.4639e-05
