id,pixel_x1,pixel_y1,pixel_x2,pixel_y2,geo_x1,geo_y1,geo_x2,geo_y2,confidence,class_id,class_name
35239,19249.178,4608.87,19310.156,4660.0625,113.48812,34.21195,113.48813,34.21194,0.29718053340911865,0,healthy
35240,17625.566,8633.67,17673.955,8680.75,113.48794,34.21157,113.48794,34.211567,0.2971532344818115,0,healthy
35241,12710.758,11119.724,12736.0,11180.859,113.48738,34.211338,113.48738,34.21133,0.29712289571762085,0,healthy
35242,12897.748,9217.16,12947.402,9262.543,113.487404,34.211514,113.48741,34.21151,0.29712268710136414,0,healthy
35243,20042.203,15116.863,20097.326,15166.948,113.488205,34.21096,113.48821,34.210957,0.2971033453941345,1,disease
35244,12995.747,8638.517,13037.369,8676.869,113.48741,34.21157,113.48742,34.211567,0.29697173833847046,0,healthy
35245,14102.815,11376.4375,14170.788,11432.061,113.48754,34.21131,113.48755,34.211308,0.29693421721458435,0,healthy
35246,3781.2446,8064.0015,3855.9397,8082.8516,113.486374,34.211624,113.48638,34.21162,0.29688841104507446,0,healthy
35247,19399.377,12487.299,19464.498,12543.668,113.48814,34.21121,113.488144,34.211205,0.29687806963920593,1,disease
35248,5243.1626,9792.032,5308.7124,9804.592,113.48654,34.21146,113.48655,34.21146,0.29686981439590454,0,healthy
35249,8282.698,9809.003,8326.004,9850.214,113.486885,34.21146,113.486885,34.211456,0.2966844141483307,1,disease
35250,1476.4957,7192.1694,1528.4213,7247.9175,113.486115,34.211704,113.48612,34.2117,0.2964279353618622,0,healthy
35251,19544.32,4208.485,19596.48,4260.461,113.48815,34.211987,113.48816,34.21198,0.29621151089668274,0,healthy
35252,5760.0806,9287.145,5771.91,9348.188,113.486595,34.21151,113.486595,34.211502,0.2960382401943207,0,healthy
35253,19111.078,7611.6753,19157.57,7650.529,113.488106,34.211666,113.488106,34.211662,0.29599204659461975,0,healthy
35254,18472.738,15552.263,18495.98,15631.939,113.48803,34.210922,113.48804,34.210915,0.29595687985420227,0,healthy
35255,14635.683,3371.3452,14677.626,3413.329,113.487595,34.212063,113.4876,34.21206,0.2959461510181427,1,disease
35256,19263.062,10798.35,19314.559,10844.721,113.48812,34.21137,113.48813,34.21136,0.29584363102912903,0,healthy
35257,5184.0,7126.8145,5219.547,7192.7974,113.486534,34.21171,113.486534,34.211704,0.2957960367202759,1,disease
35258,18501.572,10623.336,18548.734,10664.999,113.48804,34.211384,113.48804,34.21138,0.2957800626754761,1,disease
35259,18703.838,5759.9194,18758.568,5809.395,113.48806,34.211838,113.48806,34.211834,0.29576119780540466,0,healthy
35260,9792.957,8561.028,9832.677,8598.258,113.48705,34.21158,113.48705,34.211575,0.295619398355484,0,healthy
35261,15638.014,3064.6384,15704.689,3119.3096,113.48771,34.212093,113.48772,34.212086,0.2954622507095337,1,disease
35262,15021.645,5017.203,15040.0,5085.878,113.48764,34.21191,113.48764,34.211903,0.2954390048980713,0,healthy
35263,12024.176,10368.0,12085.571,10416.482,113.487305,34.211407,113.48731,34.211403,0.29537826776504517,0,healthy
35264,11156.288,7288.5938,11192.639,7326.62,113.487206,34.211697,113.48721,34.211693,0.29535990953445435,0,healthy
35265,8239.619,2987.5083,8291.85,3049.6052,113.48688,34.2121,113.486885,34.212093,0.2953546345233917,0,healthy
35266,9234.753,9216.008,9297.11,9230.995,113.48699,34.211514,113.487,34.211514,0.295348584651947,0,healthy
35267,3434.54,6247.1465,3489.9824,6313.4043,113.486336,34.211792,113.48634,34.21179,0.29526960849761963,0,healthy
35268,4032.2207,5678.287,4078.099,5739.3545,113.486404,34.211845,113.486404,34.21184,0.2952001392841339,0,healthy
35269,23682.904,7612.6753,23734.16,7657.251,113.48862,34.211666,113.488625,34.211662,0.29516860842704773,0,healthy
